,0,1,2,3,4,5,6,7,8
0,m,rstate,Test Accuracy,Train Accuracy,AUC,Recall,F1,k1,k2
1,2.0,0.0,0.9069767441860465,0.9294117647058824,0.8333333333333333,0.6666666666666666,0.8,4.0,17.0
2,3.0,0.0,0.9534883720930233,0.9176470588235294,0.9348484848484848,0.9,0.9,4.0,17.0
3,3.0,0.0,0.9534883720930233,0.9470588235294117,0.9166666666666667,0.8333333333333334,0.9090909090909091,4.0,17.0
4,2.0,0.0,0.9285714285714286,0.783625730994152,0.842857142857143,0.7142857142857143,0.7692307692307692,4.0,17.0
5,2.0,0.0,0.9285714285714286,0.8888888888888888,0.884375,0.8,0.8421052631578948,4.0,17.0
6,2.0,1.0,0.7674418604651163,0.8235294117647058,0.6088709677419355,0.25,0.375,4.0,17.0
7,2.0,1.0,0.9302325581395349,0.9235294117647059,0.8333333333333333,0.6666666666666666,0.8,4.0,17.0
8,2.0,1.0,0.7906976744186046,0.7823529411764706,0.5909090909090909,0.18181818181818182,0.3076923076923077,4.0,17.0
9,3.0,1.0,0.9047619047619048,0.9532163742690059,0.8475073313782991,0.7272727272727273,0.7999999999999999,4.0,17.0
10,3.0,1.0,0.9523809523809523,0.9239766081871345,0.9705882352941176,1.0,0.888888888888889,4.0,17.0
11,2.0,2.0,0.7209302325581395,0.8058823529411765,0.5255376344086021,0.08333333333333333,0.14285714285714285,4.0,17.0
12,2.0,2.0,0.8837209302325582,0.9352941176470588,0.8399014778325125,0.7142857142857143,0.8,4.0,17.0
13,4.0,2.0,0.9767441860465116,0.9176470588235294,0.9166666666666667,0.8333333333333334,0.9090909090909091,4.0,17.0
14,3.0,2.0,0.9523809523809523,0.9239766081871345,0.9705882352941176,1.0,0.888888888888889,4.0,17.0
15,3.0,2.0,0.9047619047619048,0.935672514619883,0.8181818181818181,0.6363636363636364,0.7777777777777778,4.0,17.0
16,1.0,3.0,0.8604651162790697,0.888235294117647,0.7272727272727273,0.45454545454545453,0.625,4.0,17.0
17,2.0,3.0,0.9302325581395349,0.8941176470588236,0.8333333333333333,0.6666666666666666,0.8,4.0,17.0
18,3.0,3.0,0.9534883720930233,0.9352941176470588,0.9389204545454546,0.9090909090909091,0.9090909090909091,4.0,17.0
19,2.0,3.0,0.9047619047619048,0.9239766081871345,0.8333333333333333,0.6666666666666666,0.8,4.0,17.0
20,4.0,3.0,0.9523809523809523,0.9239766081871345,0.875,0.75,0.8571428571428571,4.0,17.0
21,3.0,4.0,0.9534883720930233,0.888235294117647,0.972972972972973,1.0,0.8571428571428571,4.0,17.0
22,2.0,4.0,0.8372093023255814,0.8235294117647058,0.6107142857142857,0.25,0.36363636363636365,4.0,17.0
23,2.0,4.0,0.6976744186046512,0.8,0.5357142857142857,0.07142857142857142,0.13333333333333333,4.0,17.0
24,2.0,4.0,0.7142857142857143,0.7953216374269005,0.5,0.0,0.0,4.0,17.0
25,3.0,4.0,0.9285714285714286,0.9122807017543859,0.8636363636363636,0.7272727272727273,0.8421052631578948,4.0,17.0
26,3.0,5.0,0.8837209302325582,0.9588235294117647,0.8583743842364532,0.7857142857142857,0.8148148148148148,4.0,17.0
27,2.0,5.0,0.6976744186046512,0.8117647058823529,0.5,0.0,0.0,4.0,17.0
28,2.0,5.0,0.8604651162790697,0.9117647058823529,0.625,0.25,0.4,4.0,17.0
29,3.0,5.0,0.9047619047619048,0.935672514619883,0.8181818181818181,0.6666666666666666,0.75,4.0,17.0
30,2.0,5.0,1.0,0.9064327485380117,1.0,1.0,1.0,4.0,17.0
